approach,model,level,question_id,scoring,invocation_status,passed,detail
b1_sql,gpt-4o-mini,L1,L1_q001_car_entry_count_at_gate01,exact_numeric,ok,True,match
b1_sql,gpt-4o,L1,L1_q001_car_entry_count_at_gate01,exact_numeric,ok,True,match
b1_sql,gpt-4o-mini,L1,L1_q002_car_entry_count_at_parkinglot,exact_numeric,ok,True,match
b1_sql,gpt-4o,L1,L1_q002_car_entry_count_at_parkinglot,exact_numeric,ok,True,match
b1_sql,gpt-4o-mini,L1,L1_q003_person_entry_at_keynote_door,exact_numeric,ok,True,match
b1_sql,gpt-4o,L1,L1_q003_person_entry_at_keynote_door,exact_numeric,ok,True,match
b1_sql,gpt-4o-mini,L1,L1_q004_total_events_in_summit_day,exact_numeric,ok,True,match
b1_sql,gpt-4o,L1,L1_q004_total_events_in_summit_day,exact_numeric,ok,True,match
b1_sql,gpt-4o-mini,L1,L1_q005_distinct_object_ids_at_main_entrance,exact_numeric,ok,True,match
b1_sql,gpt-4o,L1,L1_q005_distinct_object_ids_at_main_entrance,exact_numeric,ok,True,match
b1_sql,gpt-4o-mini,L1,L1_q006_active_cameras_during_keynote,exact_numeric,ok,True,match
b1_sql,gpt-4o,L1,L1_q006_active_cameras_during_keynote,exact_numeric,ok,True,match
b1_sql,gpt-4o-mini,L1,L1_q007_cars_into_parking_lot,exact_numeric,ok,True,match
b1_sql,gpt-4o,L1,L1_q007_cars_into_parking_lot,exact_numeric,ok,True,match
b1_sql,gpt-4o-mini,L1,L1_q008_people_through_main_gate,exact_numeric,ok,True,match
b1_sql,gpt-4o,L1,L1_q008_people_through_main_gate,exact_numeric,ok,True,match
b1_sql,gpt-4o-mini,L1,L1_q009_total_cameras_at_venue,exact_numeric,ok,True,match
b1_sql,gpt-4o,L1,L1_q009_total_cameras_at_venue,exact_numeric,ok,True,match
b1_sql,gpt-4o-mini,L2,L2_q001_peak_headcount_nvidia_booth,numeric_tolerance_1pct,ok,True,within_1pct (expected=86.0 got=86.0)
b1_sql,gpt-4o,L2,L2_q001_peak_headcount_nvidia_booth,numeric_tolerance_1pct,ok,True,within_1pct (expected=86.0 got=86.0)
b1_sql,gpt-4o-mini,L2,L2_q002_avg_headcount_foodcourt_lunch,numeric_tolerance_1pct,ok,True,within_1pct (expected=120.01 got=120.01)
b1_sql,gpt-4o,L2,L2_q002_avg_headcount_foodcourt_lunch,numeric_tolerance_1pct,ok,True,within_1pct (expected=120.01 got=120.01)
b1_sql,gpt-4o-mini,L2,L2_q003_avg_confidence_all_events,numeric_tolerance_1pct,ok,True,within_1pct (expected=0.9 got=0.9)
b1_sql,gpt-4o,L2,L2_q003_avg_confidence_all_events,numeric_tolerance_1pct,ok,True,within_1pct (expected=0.9 got=0.9)
b1_sql,gpt-4o-mini,L2,L2_q004_low_confidence_events_count,numeric_tolerance_1pct,ok,True,within_1pct (expected=30467.0 got=30467.0)
b1_sql,gpt-4o,L2,L2_q004_low_confidence_events_count,numeric_tolerance_1pct,ok,True,within_1pct (expected=30467.0 got=30467.0)
b1_sql,gpt-4o-mini,L2,L2_q005_net_person_flow_main_entrance,numeric_tolerance_1pct,ok,True,within_1pct (expected=179.0 got=179.0)
b1_sql,gpt-4o,L2,L2_q005_net_person_flow_main_entrance,numeric_tolerance_1pct,ok,True,within_1pct (expected=179.0 got=179.0)
b1_sql,gpt-4o-mini,L2,L2_q006_busiest_moment_nvidia,numeric_tolerance_1pct,ok,True,within_1pct (expected=86.0 got=86.0)
b1_sql,gpt-4o,L2,L2_q006_busiest_moment_nvidia,numeric_tolerance_1pct,ok,True,within_1pct (expected=86.0 got=86.0)
